1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	64
3	J	64
2	J	64
3	R	64
3	W	68
2	R	68
2	E	73
1	J	73
1	R	73
4	N	74
4	J	74
1	W	74
4	R	74
5	N	106
5	J	107
4	W	107
5	R	107
4	J	109
5	E	109
4	R	109
0	J	109
4	W	115
0	R	115
4	J	513
4	R	513
0	J	513
4	W	513
0	R	513
4	J	540
4	R	540
0	J	540
4	W	540
0	R	541
4	J	573
4	R	573
0	J	573
4	W	573
0	R	573
4	J	587
4	R	587
0	J	587
4	W	587
0	R	587
4	J	627
4	R	627
0	J	627
4	W	627
0	R	627
4	J	648
4	R	648
0	J	648
4	W	648
0	R	648
4	J	684
4	R	684
0	J	684
4	W	684
0	R	684
4	J	709
4	R	709
0	J	709
6	N	711
6	J	711
4	W	712
6	R	712
6	E	716
4	J	716
4	R	716
7	N	717
7	J	717
4	J	717
7	R	717
7	E	720
4	R	720
4	W	720
0	R	720
4	J	728
4	R	728
0	J	728
4	W	728
0	R	728
4	J	815
4	R	815
0	J	815
4	W	815
0	R	815
4	J	840
4	R	840
0	J	840
4	W	840
0	R	841
4	J	859
4	R	859
0	J	859
4	W	860
0	R	860
4	J	869
4	R	869
0	J	869
4	W	869
0	R	869
4	J	918
4	R	918
0	J	918
4	W	918
0	R	918
4	J	940
4	R	941
0	J	941
4	W	941
0	R	941
4	J	947
4	R	947
0	J	947
4	W	947
0	R	947
4	J	975
4	R	975
0	J	975
4	W	975
0	R	975
4	J	992
4	R	992
0	J	992
8	N	993
8	J	994
4	W	994
8	R	994
8	E	998
4	J	998
4	R	998
9	N	999
9	J	999
4	W	999
9	R	999
4	J	1001
9	E	1002
4	R	1002
0	J	1002
4	W	1002
0	R	1002
4	J	1021
4	R	1021
0	J	1021
4	W	1021
0	R	1021
4	J	1083
4	R	1083
0	J	1083
4	W	1083
0	R	1083
4	J	1105
4	R	1105
0	J	1105
4	W	1105
0	R	1105
4	J	1115
4	R	1116
0	J	1116
4	W	1116
0	R	1116
4	J	1127
4	R	1128
0	J	1128
4	W	1128
0	R	1128
4	J	1170
4	R	1170
0	J	1170
4	W	1170
0	R	1170
4	J	1192
4	R	1193
0	J	1193
4	W	1193
0	R	1193
4	J	1219
4	R	1219
0	J	1219
4	W	1219
0	R	1219
4	J	1231
4	R	1232
0	J	1232
10	N	1233
10	J	1233
4	W	1233
10	R	1233
