1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	64
3	J	64
2	E	68
1	J	68
3	R	68
3	W	74
1	R	74
4	N	74
4	J	75
1	W	75
4	R	75
5	N	107
5	J	107
4	W	107
5	R	108
4	J	109
5	E	110
4	R	110
0	J	110
4	W	115
0	R	115
4	J	563
4	R	563
0	J	563
4	W	563
0	R	563
4	J	572
4	R	572
0	J	572
4	W	572
0	R	572
4	J	582
4	R	582
0	J	582
4	W	582
0	R	582
4	J	612
4	R	612
0	J	612
4	W	612
0	R	612
4	J	637
4	R	637
0	J	637
4	W	637
0	R	637
4	J	651
4	R	651
0	J	651
4	W	651
0	R	651
4	J	874
4	R	874
0	J	874
4	W	874
0	R	874
4	J	902
4	R	902
0	J	902
4	W	902
0	R	902
4	J	996
4	R	996
0	J	996
4	W	996
0	R	996
4	J	1024
4	R	1024
0	J	1024
4	W	1024
0	R	1024
4	J	1130
4	R	1130
0	J	1130
4	W	1130
0	R	1130
4	J	1155
4	R	1155
0	J	1155
4	W	1155
0	R	1155
4	J	1301
4	R	1301
0	J	1301
4	W	1301
0	R	1301
4	J	1329
4	R	1329
0	J	1329
4	W	1329
0	R	1329
4	J	2226
4	R	2226
0	J	2226
4	W	2226
0	R	2226
4	J	2246
4	R	2246
0	J	2246
4	W	2246
0	R	2247
4	J	2295
4	R	2295
0	J	2295
4	W	2295
0	R	2295
4	J	2310
4	R	2310
0	J	2310
4	W	2310
0	R	2310
4	J	2322
4	R	2322
0	J	2322
4	W	2322
0	R	2322
4	J	2339
4	R	2339
0	J	2339
4	W	2339
0	R	2339
4	J	2361
4	R	2361
0	J	2361
4	W	2361
0	R	2361
4	J	2395
4	R	2395
0	J	2395
4	W	2395
0	R	2395
4	J	2398
4	R	2398
0	J	2398
4	W	2398
0	R	2398
4	J	2418
4	R	2418
0	J	2418
4	W	2418
0	R	2419
4	J	2449
4	R	2449
0	J	2449
4	W	2449
0	R	2449
4	J	2473
4	R	2473
0	J	2473
4	W	2473
0	R	2473
4	J	2491
4	R	2491
0	J	2491
4	W	2492
0	R	2492
4	J	2514
4	R	2514
0	J	2514
4	W	2514
0	R	2514
4	J	2560
4	R	2560
0	J	2560
4	W	2560
0	R	2560
4	J	2585
4	R	2585
0	J	2585
4	W	2585
0	R	2586
4	J	2613
4	R	2613
0	J	2613
4	W	2613
0	R	2613
4	J	2645
4	R	2645
0	J	2645
4	W	2645
0	R	2645
4	J	2654
4	R	2654
0	J	2654
4	W	2654
0	R	2654
4	J	2687
4	R	2687
0	J	2687
4	W	2687
0	R	2688
4	J	2701
4	R	2701
0	J	2701
4	W	2702
0	R	2702
4	J	2721
4	R	2722
0	J	2722
4	W	2722
0	R	2722
4	J	2739
4	R	2740
0	J	2740
4	W	2740
0	R	2740
4	J	2775
4	R	2775
0	J	2775
4	W	2775
0	R	2775
4	J	2778
4	R	2778
0	J	2778
4	W	2778
0	R	2778
4	J	2810
4	R	2810
0	J	2810
4	W	2810
0	R	2810
4	J	2840
4	R	2840
0	J	2840
4	W	2840
0	R	2840
4	J	2867
4	R	2868
0	J	2868
4	W	2868
0	R	2868
4	J	2885
4	R	2886
0	J	2886
4	W	2886
0	R	2886
4	J	2906
4	R	2906
0	J	2906
4	W	2906
0	R	2906
4	J	2923
4	R	2923
0	J	2923
4	W	2923
0	R	2923
4	J	2950
4	R	2950
0	J	2950
4	W	2950
0	R	2950
4	J	2978
4	R	2978
0	J	2978
4	W	2978
0	R	2978
4	J	3006
4	R	3006
0	J	3006
4	W	3006
0	R	3006
3	J	3073
3	R	3073
3	W	3073
0	R	3073
4	J	3243
4	R	3243
0	J	3243
6	N	3245
6	J	3245
4	W	3246
6	R	3246
7	N	3251
7	J	3251
6	W	3251
